label,"TF(Term frequency) of body","TF of anchor","TF of title","TF of URL","TF of whole document","IDF(Inverse document frequency) of body","IDF of anchor","IDF of title","IDF of URL","IDF of whole document","TF*IDF of body","TF*IDF of anchor","TF*IDF of title","TF*IDF of URL","TF*IDF of whole document","DL(Document length) of body","DL of anchor","DL of title","DL of URL","DL of whole document","BM25 of body","LMIR.ABS of body","LMIR.DIR of body","LMIR.JM of body","BM25 of anchor","LMIR.ABS of anchor","LMIR.DIR of anchor","LMIR.JM of anchor","BM25 of title","LMIR.ABS of title","LMIR.DIR of title","LMIR.JM of title","BM25 of URL","LMIR.ABS of URL","LMIR.DIR of URL","LMIR.JM of URL","BM25 of whole document","LMIR.ABS of whole document","LMIR.DIR of whole document","LMIR.JM of whole document",PageRank,"Inlink number","Outlink number","Number of slash in URL","Length of URL","Number of child page"
0,0.012478,0.8,0,1,0.014989,0,0,0,0,0,0.615578,0.690929,0,1,0.624586,0.004843,0.333333,0.583333,1,0.005346,0.494221,0.607607,0.459808,0.64031,1,1,0.521107,1,0,0,0,0,1,1,1,1,0.558786,0.680343,0.510276,0.683032,1,1,0,1,1,0.166667
0,0.005158,0,0,1,0.00565,0,0,0,0,0,0.961385,0,0,0.980449,0.960123,0.00316,0,0,1,0.003517,0.827347,0.946894,0.555157,0.859061,0,0,0,0,0,0,0,0,0.588134,0.601209,0.497786,0.930506,0.814682,0.899507,0.562739,0.847191,0.444444,1,0,0,0,0.034483
1,0.013459,0.8,1,0,0.014925,0,0,0,0,0,0.993384,0.408249,0.917826,0,0.992829,0.009042,0.807692,0.846154,0,0.010307,1,1,0.810531,1,0.313112,0.238661,0.084768,0.273146,0.547411,0.738438,0.38157,0.815334,0,0,0,0,1,0.997312,0.811554,1,0,0.014706,0,1,1,0.111111
1,0.054602,0,0,0,0.05411,0,0,0,0,0,0.024287,0,0,0,0.024178,0.066722,0.24,0.529412,0.045455,0.066935,0.491259,0.659184,0.718601,0.700881,0,0,0,0,0,0,0,0,0,0,0,0,0.497938,0.660535,0.718306,0.703008,0.166667,0.019737,0,0.107594,0.041667,0.611111
0,0.041322,0,0,0,0.039735,0,0,0,0,0,0.038242,0,0,0,0.036675,0.010679,0.083333,0.230769,0.051282,0.010716,0.971421,0.888884,0.892121,0.913537,0,0,0,0,0,0,0,0,0,0,0,0,0.980947,0.93427,0.861684,0.942441,0.041667,0.031873,0,0.005376,0.076923,0.114286
0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0.6,0.8,1,0.604893,0.220207,0.190308,0.342447,0.262142,0,0.661318,0,0,0,0,0,0,0,0,0,0.606109,0.222147,0.191193,0.348602,0.666667,0.529412,0,0.069036,0.036364,0.44
0,1,0,0,0,1,0,0,0,0,0,0.617451,0,0,0,0.615492,0.984596,0.433333,0,0.333333,0.984865,0.319172,0.566172,0.648609,0.528273,0,0,0,0,0,0,0,0,0,0,0,0,0.323887,0.568351,0.650424,0.532952,0.5,0.394231,0,1.3E-05,0.03125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240597,0.333333,0.5625,0.25,0.241245,0.027843,0.06221,0.064107,0.076637,0,0,0,0,0,0,0,0,0,0,0,0,0.028399,0.061926,0.063698,0.076236,0,0.137931,0,0.0303,0.076923,1
0,0.027203,0,0,0,0.026915,0,0,0,0,0,0.45543,0,0,0,0.463233,0.027864,0.133333,0.222222,0.157895,0.027972,0.514138,0.735862,0.675076,0.82932,0,0,0,0,0,0,0,0,0,0,0,0,0.519052,0.749959,0.665231,0.841642,0.75,0.178571,0,0.001955,0.004808,0
0,0.035772,0,0,1,0.036314,0,0,0,0,0,0.327447,0,0,1,0.356522,0.014229,0.363636,0,0.75,0.014088,0.677066,0.74386,0.693957,0.673248,0,0,0,0,0,0,0,0,1,0,0,0,0.696507,0.751217,0.701821,0.679519,0.666667,0.631579,0,0.00338,0.25,0
1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0.444444,0,0.875,1,0.490016,0.645047,0.737461,0.620733,1,0,0,0,0,0,0,0,1,1,1,1,0.498366,0.649493,0.738644,0.624696,1,0.844444,0,0.04471,0.058824,0
0,0.176933,0,0,0,0.176933,0,0,0,0,0,0.21024,0,0,0,0.210992,0.624769,0.133333,0,0.133333,0.624719,0.644451,0.604633,0.724501,0.644732,0,0,0,0,0,0,0,0,0,0,0,0,0.651933,0.628885,0.725318,0.65861,0.285714,0.25,0,0.001829,0.002132,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.470588,0,0.2,1,0,0.265297,0.277867,0.351286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26473,0.286097,0.401911,0.25,0.189189,0,0.077255,0.006897,0
1,0.050815,1,0.666667,0,0.057526,0,0,0,0,0,0.398535,1,0.847126,0,0.413235,0.02191,0.263158,0.352941,0.2,0.022112,0.820676,0.74995,0.701687,0.666585,1,1,1,1,0.604408,0.886392,0.992974,0.867546,0,0,0,0,0.860067,0.768877,0.720293,0.683654,0.2,0.228571,0,0.000177,0.00027,0.104712
0,0.033333,1,0,0,0.033416,0,0,0,0,0,0.976697,1,0,0,0.974312,0.055563,1,0.5,0.2,0.055618,0.364485,0.244508,0.226437,0.167727,0.780831,0,1,0.263032,0,0,0,0,0,0,0,0,0.381057,0.252417,0.23657,0.175735,0.5,0.070866,0,0.099169,0.1875,0.029777
1,0.124006,0,0,0,0.122417,0,0,0,0,0,0.1327,0,0,0,0.130907,0.033862,0,0,0.666667,0.033709,0.933342,0.852363,0.885426,0.868624,0,0,0,0,0,0,0,0,0,0,0,0,0.931285,0.84432,0.872076,0.863655,0.2,0.04,0,0,0,0
0,0.00203,0,0,0,0.00203,0,0,0,0,0,0.988729,0,0,0,0.987355,0.00285,0.088235,0.357143,1,0.003279,0.638514,0.61039,0.54463,0.665036,0,0,0,0,0,0,0,0,0,0,0,0,0.607404,0.594663,0.537387,0.703963,0.444444,1,0,0.000721,0.000394,0.002564
0,0.011696,0.25,0.5,0,0.019342,0,0,0,0,0,0.006413,0.147185,0.426292,0,0.008328,0.001584,0.304348,0.142857,0.043478,0.001673,0.126723,0.224998,0.1527,0,0.180563,0.219693,0.051629,0.162484,0.743046,0.367094,0.211646,0.357758,0,0,0,0,0.105927,0.219217,0.161106,0,0.166667,0.067568,0,0.230007,0.044335,0.026578
0,0.03599,0.75,0,0,0.04359,0,0,0,0,0,0.05353,0.773094,0,0,0.064876,0.018996,0.230769,0,0.363636,0.018046,0.882113,0.820049,0.586926,0.82684,1,0.855936,0.790587,0.790419,0,0,0,0,0,0,0,0,0.855806,0.777685,0.620682,0.834256,0.5,0.5,0,0.023037,0.25,0
1,0.450507,0.25,0,0,0.446809,0,0,0,0,0,0.336806,0.252184,0,0,0.327315,0.684542,0.764706,0.375,0.25,0.685168,0.223811,0.122776,0.583849,0.076726,0.339227,0.091682,0,0.114131,0,0,0,0,0,0,0,0,0.181056,0.072114,0.53048,0.062412,0.4,0.270833,0,0.013345,0.009804,0
0,0.005605,0.020408,0.333333,0.5,0.008969,0,0,0,0,0,0.006577,0.020658,0.340504,0.47631,0.011017,0.001856,0.041667,0.294118,0.4,0.001989,0.37232,0.229201,0.233917,0.165825,0.341007,0.227902,0.103133,0.104255,0.39651,0.284315,0.390358,0.214141,0.421318,0.396164,0.440143,0.330794,0.403113,0.247952,0.273341,0.215681,0.714286,0.482143,0,0.00058,0.001641,0.051118
0,0.003205,0,0,0,0.003205,0,0,0,0,0,0.088571,0,0,0,0.091031,0.00072,0,0.25,1,0.001185,0.529668,0.501215,0.486292,0.285003,0,0,0,0,0,0,0,0,0,0,0,0,0.491795,0.42701,0.457842,0.250432,0.833333,0.646341,0,0,0,0
0,0.071899,0,0,0,0.070879,0,0,0,0,0,0.08524,0,0,0,0.084943,0.046061,0.466667,0.4375,0.222222,0.046257,0.536874,0.788082,0.765952,0.877598,0,0,0,0,0,0,0,0,0,0,0,0,0.536692,0.788087,0.763002,0.876122,0.4,0.095238,0,0.003502,0.014599,0.046512
0,0.082327,0.5,1,0,0.083516,0,0,0,0,0,0.424903,0.542767,1,0,0.438146,0.038352,0.733333,0.625,0.777778,0.038834,0.767965,0.744105,0.825983,0.819327,0.386352,0.528315,0.735029,0.468437,0.777825,1,1,1,0,0,0,0,0.793638,0.756884,0.835967,0.824861,0,0.47619,0,0.001048,0.007299,0.930233
2,0.551049,0.333333,0,0,0.551336,0,0,0,0,0,0.739945,0.333333,0,0,0.708193,0.356885,0.1,0,0.111111,0.356308,0.665712,0.81205,1,0.840887,0.67959,0.894356,0.673509,0.763711,0,0,0,0,0,0,0,0,0.668356,0.861829,1,0.847603,0.2,0.154639,0,0.005331,0,0
0,0.007968,0,0,0,0.004,0,0,0,0,0,0.00539,0,0,0,0.003758,0.036225,0,0.3125,0.5,0.036428,0.66447,0.48782,0.296839,0.644116,0,0,0,0,0,0,0,0,0,0,0,0,0.640673,0.4699,0.253754,0.671036,0.666667,0.526316,0,0,0,0.111111
0,0.007846,0,0.25,0,0.008424,0,0,0,0,0,0.036598,0,0.091581,0,0.04027,0.009815,0.090909,0.4375,0.217391,0.01,0.637056,0.659876,0.646878,0.649,0,0,0,0,0.104656,0,0,0,0,0,0,0,0.62064,0.654336,0.643597,0.647098,0.571429,0.217054,0,0.02064,0.030612,0.12
0,0.240912,0,0,0.166667,0.240912,0,0,0,0,0,0.286032,0,0,0.067472,0.288875,0.078046,0.166667,0.096774,0.142857,0.078143,0.97271,0.930775,1,0.917345,0,0,0,0,0,0,0,0,0.145191,0.117728,0.005209,0.041144,0.966943,0.928442,1,0.917862,0.25,0.143791,0,0.103492,0.055936,0.618182
0,0,0.2,0.333333,0.142857,0.000298,0,0,0,0,0,0.212024,0.314396,0.38013,0.444984,0.221696,4.4E-05,0.32,0.166667,0.173913,0.000394,0.399172,0.52038,0.274998,0.045519,0.193046,0.458735,0.567428,0.296217,0.475292,0.470581,0.672363,0.325289,0.625242,0.590017,0.963959,0.451789,0.526359,0.426441,0.351315,0.053242,0.3,0.174242,0,0.001721,0.006784,0
0,0.0625,0,0,0,0.0625,0,0,0,0,0,0.032179,0,0,0,0.032183,0.052434,0.052632,0.666667,0.083333,0.048826,0.704593,0.668064,0.669363,0.805969,0,0,0,0,0,0,0,0,0,0,0,0,0.70615,0.665707,0.660668,0.808008,0,0.137931,0,0.000972,0,0.063636
0,0.020652,0,0.333333,0,0.020076,0,0,0,0,0,0.015412,0,0.3969,0,0.014959,0.014935,0,0.76,0.625,0.015533,0.362623,0.345248,0.363504,0.34811,0,0,0,0,0.259449,0.329028,0.670828,0.33193,0,0,0,0,0.361523,0.24787,0.30424,0.15853,0.4,0.875,0,0.002755,0.047619,0.25
1,0.701001,0,0.666667,0.333333,0.705293,0,0,0,0,0,0.706348,0,0.557537,0.301433,0.709585,0.408309,0,0.285714,0.15,0.408433,0.872098,0.810889,0.986301,0.805776,0,0,0,0,0.304491,0.101192,0.092077,0.046851,0.432104,0.056884,0.00188,0.043778,0.87101,0.774074,0.984855,0.779885,0.833333,0.362903,0,0,0,0.001241
0,0.007692,0,0,0,0.007692,0,0,0,0,0,0.005724,0,0,0,0.005724,0.000147,0.045455,0.066667,0.434783,0.000221,0.200323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197325,0,0,0,1,0.673759,0,0.011084,0.011236,0
0,0.023555,0,0,0,0.021459,0,0,0,0,0,0.878705,0,0,0,0.810992,0.00417,0.125,0.1875,0.833333,0.00432,0.956405,1,0.902613,1,0,0,0,0,0,0,0,0,0,0,0,0,0.92416,1,0.867804,1,1,0.704545,0,0.088828,0.142857,0
1,0,0.166667,0.2,1,0,0,0,0,0,0,0.026072,0.201438,0.15674,1,0.035367,0,0.428571,0.333333,0,0,0.976996,1,0.483695,1,0.404909,0,0,0,0.36188,0.103174,0.009187,0.046382,1,0,0,0,0.995563,1,0.528488,1,0,0,0,1,1,0.75
1,0.062044,0,0,0,0.058608,0,0,0,0,0,0.063285,0,0,0,0.059978,0.04541,0.285714,0,0,0.045432,0.857074,0.890234,0.80119,0.934971,0,0,0,0,0,0,0,0,0,0,0,0,0.852905,0.895686,0.797056,0.936711,0,0.4,0,0.851824,0.583333,0.019208
0,0.089202,0,0,0,0.089202,0,0,0,0,0,0.091469,0,0,0,0.091462,0.33888,0.041667,0.02459,0.058824,0.338847,0.201975,0.473059,0.559084,0.557878,0,0,0,0,0,0,0,0,0,0,0,0,0.206022,0.474714,0.560539,0.559297,0,0.040816,0,0.027984,0.055556,0.151515
0,0.011105,0.5,0.25,0,0.011682,0,0,0,0,0,0.006319,0.215144,0.107315,0,0.006444,0.047019,0.375,1,0.5,0.047643,0.40103,0.508234,0.497215,0.565027,0.056126,0,0,0,0.050235,0,0,0,0,0,0,0,0.402242,0.518125,0.502103,0.574185,0.333333,0.344444,0,0.002645,0.001127,0.333333
0,0.064979,0.25,0.666667,0,0.06694,0,0,0,0,0,0.110962,0.297046,0.873798,0,0.117878,0.070122,0,0.722222,0.105263,0.070432,0.800924,0.90632,0.801655,0.919002,1,0.537868,0.005552,0.07805,0.724006,0,0.319096,0,0,0,0,0,0.812047,0.899457,0.806209,0.918516,0.8,0.0625,0,0.107091,0.011261,0.067873
0,0.358904,0,0,0,0.356948,0,0,0,0,0,0.310986,0,0,0,0.308524,0.35338,0.076923,0,0,0.352855,0.790049,0.715264,0.783749,0.860672,0,0,0,0,0,0,0,0,0,0,0,0,0.75324,0.712465,0.782162,0.86028,0.2,0.044444,0,0.005186,0.5,0
0,0.001603,0.333333,0,0,0.003205,0,0,0,0,0,0.078798,0.289345,0,0,0.083707,0.000932,0.16129,0.1,0.583333,0.00127,0.17836,0.173854,0.046969,0.005959,0.273652,0.369333,0.184271,0.341566,0,0,0,0,0,0,0,0,0.200869,0.174963,0.087817,0.015508,0.666667,0.439024,0,0.008984,0.028571,0.00813
0,0.001453,0,0.3,0,0.001816,0,0,0,0,0,0.955609,0,0.131628,0,0.955786,0.002295,0.08,0.194444,0.25,0.002365,0.89369,0.57944,0.645174,0.487789,0,0,0,0,0.132518,0.141741,0.006292,0.199532,0,0,0,0,0.737146,0.580398,0.634659,0.480423,0.142857,0.259542,0,0.000145,0.000101,0
0,0.1725,0,0,0,0.1725,0,0,0,0,0,0.227372,0,0,0,0.227332,0.070726,0.066667,0.371429,0.428571,0.071004,0.848017,0.770032,0.841779,0.777207,0,0,0,0,0,0,0,0,0,0,0,0,0.850306,0.741023,0.843277,0.756208,0.833333,0.516129,0,0.00142,0.003503,0
2,0,0,0.333333,0.142857,0,0,0,0,0,0,0.212024,0,0.38013,0.444984,0.220975,2.2E-05,0.02,0.125,0.130435,0,0.399829,0.535714,0.275228,0.061552,0,0,0,0,0.542128,0.491704,0.673511,0.339959,0.653683,0.678196,0.965976,0.463277,0.512432,0.42111,0.336513,0.079763,0.3,0.280303,0,4E-05,0.000133,0
0,0.052751,0.25,0,0,0.052721,0,0,0,0,0,0.604233,0.129329,0,0,0.608981,0.102226,1,0.4,0.5,0.102804,0.045558,0.322582,0.321941,0.311165,0.111598,0,0,0,0,0,0,0,0,0,0,0,0.045792,0.319704,0.321098,0.311392,0.5,0.244444,0,0.293172,0.2,0.444444
1,0.633245,0.052632,0,0,0.634921,0,0,0,0,0,0.653355,0.033115,0,0,0.653252,0.453731,0.52,0,0,0.454337,0.572419,0.599252,0.747547,0.612383,0.056755,0,0,0,0,0,0,0,0,0,0,0,0.532068,0.550001,0.745153,0.608188,0.166667,0.607843,0,0.005821,0,0
0,0.075,0,0,0,0.075,0,0,0,0,0,0.119697,0,0,0,0.119739,0.011735,0.026667,0.057143,0.47619,0.011772,0.957719,0.936656,0.877491,0.917699,0,0,0,0,0,0,0,0,0,0,0,0,0.957486,0.891661,0.877065,0.885005,0.833333,0.473118,0,0.122225,0.049037,0.128205
0,0.019588,1,0,0,0.021649,0,0,0,0,0,0.021994,1,0,0,0.024015,0.035475,1,0.315789,0.428571,0.036053,1,0.752129,0.718471,0.746481,0.480309,0,0,0,0,0,0,0,0,0,0,0,1,0.762418,0.723672,0.752616,0.5,0.2,0,0.908613,1,1
0,0.033432,0,1,0,0.039331,0,0,0,0,0,0.025047,0,1,0,0.028976,0.005549,0.027778,1,0.041667,0.006593,1,1,0.838937,1,0,0,0,0,0.422969,1,1,1,0,0,0,0,1,1,0.875444,1,0.166667,0.086207,0,1E-06,0.000553,0.056604
0,0.003008,0,0.75,0,0.004511,0,0,0,0,0,0.003153,0,0.659274,0,0.004592,0.001789,0.0625,0.833333,0.285714,0.001918,0.749439,0.798836,0.468457,0.817645,0,0,0,0,0.378959,0.47287,0.40136,0.523655,0,0,0,0,0.784607,0.829213,0.525336,0.845608,0.25,0.47619,0,0.373399,0.137615,0.352941
0,0.046358,0,0,0,0.046358,0,0,0,0,0,0.032445,0,0,0,0.032444,0.005753,0.25,0.238095,0.190476,0.005836,1,0.998603,0.850975,0.978942,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.848239,0.969633,0.333333,0.228346,0,0.063167,0.033333,0.058824
0,0.000713,0,0.090909,0,0.000713,0,0,0,0,0,0.00107,0,0.089564,0,0.001745,2.6E-05,0,0.064516,0.190476,2.6E-05,0.127397,0.145607,0.042243,0.083707,0,0,0,0,0.38618,0.083121,0.067793,0.058936,0,0,0,0,0.099732,0.106772,0.064102,0.061729,0.375,0.20915,0,0,0,0
0,0.007824,0.6,1,0,0.009957,0,0,0,0,0,0.054988,0.542115,0.986908,0,0.056414,0.004086,0.346154,0.5625,0.294118,0.004278,0.552235,0.642674,0.598611,0.508721,0.464879,0.849304,0.724982,0.910579,0.519431,0.914409,0.7984,0.973922,0,0,0,0,0.58035,0.673716,0.629162,0.563829,0.571429,0.37037,0,6E-06,0.002252,0
1,0.000406,0.076923,0.4,0,0.001218,0,0,0,0,0,0.987852,0.08124,0.520911,0,0.988012,0.000113,0.147059,0.142857,0.1875,0.000226,0.485858,0.63475,0.381208,0.610025,0.458653,0.379508,0.203616,0.365157,0.776618,0.598306,0.58053,0.480161,0,0,0,0,0.572749,0.663005,0.47863,0.619058,0.333333,0.214953,0,0.000474,0.000789,0
1,1,0.666667,1,0,1,0,0,0,0,0,1,0.666667,1,0,1,0.634114,0.8125,0.4375,0.294118,0.634814,0.86123,0.682489,0.923858,0.550775,0.364678,0.369843,0.630674,0.148106,0.460015,0.114378,0.249624,0.114378,0,0,0,0,0.863673,0.654332,0.920892,0.580025,0.5,0.478261,0,0.003263,0.009901,0
1,0.009379,0,0,0,0.009379,0,0,0,0,0,0.008496,0,0,0,0.008498,0.012454,1,0.190476,0.333333,0.014491,0.664734,0.469541,0.309338,0.677461,0,0,0,0,0,0,0,0,0,0,0,0,0.640805,0.446944,0.309098,0.644589,0.4,0.211538,0,0.026055,0.018405,0
0,0.003484,0,0,0,0.003484,0,0,0,0,0,0.00348,0,0,0,0.00348,0.16418,0.387097,0,0.25,0.164334,0.055922,0.339024,0.515946,0.424345,0,0,0,0,0,0,0,0,0,0,0,0,0.055288,0.326448,0.514316,0.415839,0.285714,0.183673,0,0.049586,0.368421,0
1,1,0,0,0,1,0,0,0,0,0,0.48486,0,0,0,0.47706,1,0.144928,1,0.375,1,0.672304,0.643212,0.8324,0.769676,0,0,0,0,0,0,0,0,0,0,0,0,0.677227,0.646912,0.823828,0.788726,0.666667,0.03125,0,0.104827,0.035971,0.081081
0,0.076087,0,0,0,0.076087,0,0,0,0,0,0.082171,0,0,0,0.082167,0.007339,0,0.333333,0.47619,0.007441,0.776809,0.607974,0.664076,0.380499,0,0,0,0,0,0,0,0,0,0,0,0,0.77519,0.632789,0.660625,0.485587,0.666667,0.379562,0,0,0,0.296296
0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.581425,0,0.01122,0,0,0.1,0.333333,0,0,0.048613,0.255773,0,0,0,0,0,1,0,0,0,0.030937,0.131246,0.006427,0.033785,0,0.426413,0.280957,0,0.25,0.404255,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.857143,0.75,0,0,0,0.026168,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.047422,0,1,1,0,0,0,0.2
0,0.006183,0.5,0.25,0,0.006893,0,0,0,0,0,0.096315,0.305533,0.157714,0,0.104092,0.007826,0.866667,0.823529,0.153846,0.008265,0.682493,0.873355,0.653584,0.979693,0.206977,0.189026,0.015643,0.035897,0.106962,0.09955,0.002281,0.00779,0,0,0,0,0.646888,0.857148,0.652094,0.963688,0.2,0.108911,0,0.000798,0.005714,0.254902
0,0,0,0,0,0,0,0,0,0,0,0.945799,0,0,0,0.949698,0,0.769231,1,0,0,0.216275,0.228826,0,0.126181,0,0,0,0,0,0,0,0,0,0,0,0,0.195772,0.194162,0,0.090335,0,0,0,0.070643,0.272727,1
1,0.054217,1,1,0,0.056044,0,0,0,0,0,0.735562,1,1,0,0.791129,0.034001,1,0.714286,1,0.034533,1,0.892661,1,0.92384,1,1,1,1,1,1,1,1,0,0,0,0,1,0.940178,1,0.948707,0,0.714286,0,0.110178,1,1
1,0.021084,1,1,1,0.025719,0,0,0,0,0,0.020722,0.755309,1,1,0.024259,0.007908,0.15,0.5,0,0.00807,1,0.893706,0.676983,0.842027,0.741142,0.48378,0.20155,0.363297,0.871353,1,1,1,1,0.801371,0,0,1,0.935433,0.713831,0.89492,0,0.096774,0,0.312158,1,1
0,0.250808,0,0,0,0.250808,0,0,0,0,0,0.612758,0,0,0,0.612821,0.223936,0.033333,0.052632,0.190476,0.223852,0.590005,0.600686,0.804689,0.627385,0,0,0,0,0,0,0,0,0,0,0,0,0.582284,0.589032,0.794022,0.645137,0.375,0.181818,0,0.000401,0.003281,0.089457
0,0.011466,0,1,0,0.012285,0,0,0,0,0,0.565954,0,0.256391,0,0.572001,0.001816,0.030303,1,0.588235,0.00195,0.946475,0.977665,0.791271,0.98721,0,0,0,0,0.164093,0,0,0,0,0,0,0,0.907934,0.976349,0.787224,0.990852,0.6,0.615385,0,0.020726,0.041667,0.097222
0,0.210983,0,0,0,0.210983,0,0,0,0,0,0.239981,0,0,0,0.240939,0.233173,0.333333,0,0.227273,0.232513,0.64954,0.797394,0.862448,0.760432,0,0,0,0,0,0,0,0,0,0,0,0,0.663268,0.803604,0.862832,0.771245,0.333333,0.159091,0,0.001218,0.013333,0
0,0.004521,0,0,0,0.004521,0,0,0,0,0,0.005684,0,0,0,0.005674,0.002526,0.058824,0.2,1,0.002862,0.495135,0.514971,0.431645,0.383198,0,0,0,0,0,0,0,0,0,0,0,0,0.473228,0.498219,0.437908,0.373985,0.8,0.822785,0,0.001506,0.000469,0
0,0.007028,0,0,0,0.007028,0,0,0,0,0,0.00289,0,0,0,0.002889,0.019176,0.018349,0.125,0.25,0.019191,0.164276,0.250614,0.288314,0.241925,0,0,0,0,0,0,0,0,0,0,0,0,0.165344,0.249155,0.286634,0.243699,0.4,0.26,0,0.001712,0.006061,0.076923
1,0.032258,0,0,0,0.031034,0,0,0,0,0,0.036563,0,0,0,0.034306,0.00946,0.333333,0.75,1,0.009727,0.853407,0.919163,0.755134,0.972348,0,0,0,0,0,0,0,0,0,0,0,0,0.850579,0.911631,0.750625,0.965581,1,1,0,1,0.058824,0.04
0,0.063745,0,0.5,0,0.065073,0,0,0,0,0,0.166841,0,0.166209,0,0.171564,0.040095,0.333333,0.259259,0.136364,0.040499,0.241176,0.189821,0.165124,0.171394,0,0,0,0,0.181167,0,0,0,0,0,0,0,0.240524,0.191992,0.1668,0.171989,0.5,0.09396,0,0.150383,1,0.235294
0,0.003899,0,1,0,0.011605,0,0,0,0,0,0.005216,0,1,0,0.011335,0.000268,0,0.571429,0.043478,0.000335,0.431198,0.573186,0.348441,0.497581,0,0,0,0,0.879541,1,1,1,0,0,0,0,0.486705,0.587765,0.398677,0.479737,0.333333,0.094595,0,0,0,0.009967
0,0.003495,0,0,0,0.003495,0,0,0,0,0,0.098723,0,0,0,0.099639,0.002905,0.066667,0.217391,1,0.003124,0.954527,0.785707,0.631438,0.610599,0,0,0,0,0,0,0,0,0,0,0,0,0.93618,0.773368,0.62276,0.600508,0.571429,0.904762,0,0.009258,0.002132,0
2,0.04349,0,0.6,0,0.044316,0,0,0,0,0,0.307583,0,0.307434,0,0.311901,0.04418,0.068966,0.35,0.111111,0.044205,0.685032,0.807368,0.811891,0.880482,0,0,0,0,0.374309,0.343869,0.030337,0.522532,0,0,0,0,0.709042,0.827324,0.835578,0.880179,0.166667,0.053846,0,0.000423,0.007299,0.051282
0,0.039063,0,0.666667,0,0.046875,0,0,0,0,0,0.053852,0,0.77601,0,0.062862,0.011656,0,1,0.384615,0.012315,0.681441,0.635386,0.526531,0.492879,0,0,0,0,0.249663,0.646363,0.930692,0.61341,0,0,0,0,0.646411,0.642168,0.542647,0.508266,0.625,0.322222,0,1E-05,4.2E-05,0.090909
1,0.041489,0,1,0,0.042599,0,0,0,0,0,0.143799,0,1,0,0.152893,0.017331,0.571429,0.35,0.166667,0.017542,1,1,0.925702,0.96026,0,0,0,0,0.730008,0.908337,0.952175,0.926852,0,0,0,0,1,1,0.931191,0.977915,0.2,0.230769,0,0.985949,0.986486,0.6
0,0.000584,1,1,0,0.002336,0,0,0,0,0,0.003018,1,1,0,0.005343,0.000132,0.05,0.409091,0.357143,0.000226,0.660286,0.830947,0.367721,0.712728,1,1,1,1,0.771042,0.964618,1,0.915854,0,0,0,0,0.76177,0.792004,0.494435,0.691586,0.222222,0.422222,0,0.00126,0.00169,0
0,0.071953,0.5,0,0,0.071953,0,0,0,0,0,0.055191,0.463415,0,0,0.054191,0.030149,0.125,0.2,0.6,0.030248,0.902115,0.965783,1,0.920776,0.592557,0.189856,0.001826,0.111942,0,0,0,0,0,0,0,0,0.91698,0.972699,1,0.927428,0.6,0.441176,0,1,0.333333,0
0,0.044737,0,0,0,0.044547,0,0,0,0,0,0.768602,0,0,0,0.770527,0.034204,0.04,0,0.25,0.034087,0.762394,0.53691,0.741932,0.565396,0,0,0,0,0,0,0,0,0,0,0,0,0.729862,0.526297,0.737498,0.617134,0.5,0.252747,0,6E-05,9.6E-05,0
0,0.215278,0,0,0,0.215278,0,0,0,0,0,0.179898,0,0,0,0.17981,0.267668,0.6,0,0.333333,0.26774,0.553735,0.699191,0.804556,0.776812,0,0,0,0,0,0,0,0,0,0,0,0,0.565181,0.701257,0.805412,0.780403,0.25,0.288889,0,0.035636,0.333333,0
1,0.430657,0,0,0,0.426471,0,0,0,0,0,0.423449,0,0,0,0.417802,1,0.5,0,1,1,0.296062,0.723149,0.775483,0.776313,0,0,0,0,0,0,0,0,0,0,0,0,0.290519,0.723998,0.76031,0.766389,1,0.911765,0,0.011856,0.333333,0
0,0.491067,0,0,0,0.490834,0,0,0,0,0,0.117556,0,0,0,0.113751,0.43339,0.111111,0,0.727273,0.43338,0.468841,0.713843,0.740081,0.725859,0,0,0,0,0,0,0,0,0,0,0,0,0.473423,0.717166,0.744712,0.73608,0.833333,0.9375,0,0.005993,0.010309,0
1,0.040274,0.2,0,0,0.039964,0,0,0,0,0,0.283555,0.140494,0,0,0.290277,0.030462,0.06,0.25,0.086957,0.030531,0.638876,0.621833,0.614685,0.460632,0.286943,0.217117,0.018869,0.125119,0,0,0,0,0,0,0,0,0.632222,0.61971,0.61382,0.485322,0.2,0.234848,0,0.003438,0.000399,0.00565
0,0.020638,0,0.5,0,0.022514,0,0,0,0,0,0.044141,0,0.286342,0,0.04894,0.036916,0.333333,0.4,0.071429,0.036926,0.123007,0,0.121525,0,0,0,0,0,0.383741,0.077645,0.001098,0.045122,0,0,0,0,0.130654,0.022026,0.124816,0.014163,0.166667,0.034483,0,0.012544,0.076923,0.034483
